label,tanggal,judul,narasi
1,13-Mar-18,PESAN BERANTAI UNDANGAN RAKERNAS ATAS NAMA REKTOR UNIVERSITAS BRAWIJAYA,"Malam, Sy Prof.Moh.Bisri, (WR 1 UB) Ada Undangan RakerNas, Peningkatan Tenaga Kependidikan Dari KemenRistek Dikti Yth: Sdr.Ubaidillah Hakim Fadly, (Mhs FIX) No. Peserta 09998577 Di Slgrkan di Hotel Ibis Jkt Tgl 13-14 maret, Bagi Peserta Mdpt Akomodasi Rp. 5 jt. Utk Penerimaan Dana Hrp Tlp skrg Ke Panitia di Dikti : Prof. Mulyono.MM, di 085281130634 Sdh di Tunggu, Maaf Via sms Krn Ada Acara, Undangan Bisa di Ambil Hari Kamis di Ruangan Sy. Tks"
1,22-Jun-17,Polisi: Modus Pocong Begal Hoax,Berharap berhati2 begal dengan modus pocong bagi pengendara yang lewat jembatan Merr arah Rungkut Wonorejo. Waspadalah-waspadalahâ€¦
0,12-Mar-17,Penculikan Anak Yang Gunakan Foto Korban Perang dan Video Pembantaian,Berikut Foto yg di ambil dari beberapa media pasar gelap di negara cina sana yang merupakan sumber pasar gelap organ tubuh yang menjadi incaran adalah anak-anak karena di nilai organ tubuh anak adalah yang paling segar dan sehat karena dalam masa pertumbuhan dan tidak tercerma seperti rokok dan bahan kimia lain sehingga harga jual menjadi sangat tinggi untuk organ tubuh anak-anak setelah organ tubuh di ambil mayat mereka akan menjadi sampah atau di beri makan hewan peliharaan seperti buaya atau makanan kebun binatang yang ada di negara cina sana.
1,12-Feb-17,BAHAYA ANAK BERMAIN MANDI BOLA,"Ada virus yang menyerang anak-anak setelah bermain di kolam bola. setelah dibawa ke dokter dii RS Hasan Sadikin ternyata dokter menyimpulkan bahwa anak tersebut terkena virus. Virus itu menyebabkan kelumpuhan, akibat virus yang menyebar dari tulang belakang, dan merambat ke otak."
0,22-Aug-16,PBB Membantu Assad,Artikel tersebut mengklaim PBB membantu Bashar Assad menyerang rumah sakit dengan alat GPS yang tertanam dalam baju dokter dari PBB.
1,9-Jul-16,Ditemukannya Rangka Tubuh Kaum Ad,"Masnuss:
 Kerangka kaum Addâ€¦ umatnya Nabi HUD ASâ€¦ mereka di hantam hujan badai dingin 7 hari 8 malam."
1,1-Aug-20,Tangkapan Layar Liat bong Presiden lu kaya lagi mau ngambil gaji bulanan ke Bos Cina,Liat bong Presiden lu kaya lagi mau ngambil gaji bulanan ke Bos Cina
1,27-Jun-20,Tulisan Prof Yusril Setelah Lihat ke dalam,Prof Yusril Setelah Lihat ke dalam MGKN TAK DIERA KITA. TP ANAK CUCU KITA AKAN BERAT DLM CENGKERAMAN CINA OLEH: PROF. DR. YUSRIL saya tahu ktk ada didalam jaringan mereka maafkan saya.
1,26-Jun-20,"Video Luput dari pantauan media, MONAS MENJADI LORENG, TOLAK & CABUT RUU HIP",Luput dari pantauan media MONAS MENJADI LORENG TOLAK & CABUT RUU HIP
1,11-Jun-20,"KABAR GEMBIRA Menag Fachrul Razi Tarik Ucapannya, Ibadah Haji 2020 Bisa Dilaksanakan, Ini Syaratnya","KABAR GEMBIRA Menag Fachrul Razi Tarik Ucapannya, Ibadah Haji 2020 Bisa Dilaksanakan, Ini Syaratnya"
1,12-May-20,Hacker Masuk WA Menempatkan Video Seks/Porno,"TV One baru saja mengeluarkan berita bahwa hacker sudah mulai masuk WA, mereka menempatkan video seks/porno, atau permintaan dana dg berbagai alasan memakai nama anda pada teman2 anda, tanpa anda mengetahuinya."
1,17-Feb-20,Pesan Berantai Telah di temukan mayat di depan skolah SMP N 6 Cirebon,"Telah di temukan mayat di depan skolah SMP N 6 Cirebon dia adalah perempuan siswi SMP N 6 kls 7 yg jadi korbannya juga menurut polisi korban di Ambil Ginjalnya lalu di kubur begitu ajh oleh si pembunuh,kejadian tdi pd jam 3 sore setelah warga setempat menemukan galian yg mencurigakan ahirnya polisi datang & skrg lagi di lakukan otopsi bagi ibu2 bpk2 hati-hati skrg penculikan & pembunuhan terhadap anak sdh masuk ke wilayah Tasik ciamis garut , mohon di share,. Biar publik tau trim,s"
1,11-Dec-19,AHOK pelanggan alexis sedang happy dan di urut,AHOK pelanggan alexis sedang happy dan di urut.
1,23-Nov-19,"Video Ruangan kantor Komisaris Utama Pertamina, Disegel Serikat Pekerja Pertamina yg menolak AHOK","Ruangan kantor Komisaris Utama Pertamina, Disegel Serikat Pekerja Pertamina yg menolak AHOK"
1,22-Oct-19,Anak2 di China diculik dibekukan organ tubuhnya dijual belikan,"Anak -anak diculik dan di jual organ tubuhnya
 Anak2 di China diculik dibekukan organ tubuhnya dijual belikanâ€¦ sekitar 300 dus anak kecil yang di bekukanâ€¦. sangat kejam!!!!
 awasi selalu anak anda"
1,11-Oct-19,Viva.co.id mengakui kekeliruan di judul berita Wiranto Dikabarkan akan Ditusuk Orang Tak Dikenal di Banten,"Perhatian ini sdh direncanakan dari awal, jangan sampe butak politik & sinetron"
1,25-Apr-19,PEMUNGUTAN SUARA ULANG DI BANJARSARI SOLO,"PENGUMUMAN

PELAKSANAAN PEMUNGUTAN SUARA

Hari/tgl : Rabu, 26 April 2019

Waktu : 07.00 â€“ 13.00

Lokasi : TPS 14 di Rumah Bp.Y.Legimin"
1,17-Apr-19,Ribuan Suara Pemilih Prabowo Hangus Karena Kecurangan Pemilu di Turki,"Malaysia, Qatar, Jepang, Hongkong, Frankfurt kini giliran Turki proses Pilpres kacau. Diperkirakan ribuan suara 02 hangus. Jangan biarkan terjadi di dalam negeri. Datang ke TPS, Tusuk Prabowo Sandi. Awasi kotak suara, lawan kecurangan, jangan pulang sebelum menang."
1,4-Apr-19,Mahatir Mohammad minta China membongkar semua jalan Tol,"Mahatir Mohammad minta kepada Negara China untuk membongkar semua jalan Tol yg tidak berkualitas. Bawa semua ke China MRT, LRT, Pembangkit Listrik yg rusak semua berkualitas rendah ke Negara China dan Mahatir Mohammad mengusir semua Tenaga Kerja China serta Membuldozer 3 Kawasan Pabrik di 3 Pulau di Malaysiaâ€¦"
1,2-Feb-19,Polisi mulai intimidasi warga *InfoAkurat,Bocoran survei internal TKN posisi jaenuddin sdh tertinggal 4% dari Prabowo. Polisi mulai intimidasi warga *InfoAkurat
1,19-Oct-18,Minum Air Es Sebabkan Sakit Jantung,"Tahukah anda Jantung kita ini paling pantangannya apa? Anda mungkin blm tau, setelah membaca tulisan ini akan kaget!"
0,4-Apr-18,Klarifikasi Mahkamah Konstitusi Terkait Isu Anwar Usman Belum Laporkan Harta Kekayaannya,"â€œKetua MK Dr Anwar Usman SH MH telah menyerahkan LHKPN kepada Direktorat PP LHKPN KPK pada 10 Maret 2017. Sementara Wakil Ketua MK Prof Dr Aswanto juga telah menyerahkan LHKPN pada 6 Maret 2017,â€ jelas Rubiyo."
0,1-Mar-18,"Klarifikasi UIN Sunan Kalijaga dan UII Terkait Status Dosen TAW, Pelaku Penyebaran Hoaks Anggota MCA","Klarifikasi UIN Sunan Kalijaga dan UII Terkait Status Dosen TAW, Pelaku Penyebaran Hoaks Anggota MCA"
1,7-Jan-18,"Muncul Kabar Honor Volunter Asian Games, Ini Respons Erick Thohir",Informasi menyimpang tentang kebutuhan sumber daya manusia (SDM) untuk mendukung pelaksanaan Asian Games 2018 Jakarta Palembang kembali muncul.
1,26-Dec-17,Penolakan ustadz Abdul Somad di Hong Kong merupakan pesanan LBP,Penolakan ustadz Abdul Somad di Hong Kong merupakan pesanan LBP | LBP perintahkan said aqil siradj | said aqil suruh Nusron Wahid hubungi imigrasi Hong Kong untuk tolak Abdul Somad | *infovalid
0,14-Sep-17,Saya baru tau kalau shalat Ghaib ada sujudnya. Pake Madzhab Abu Janda hahaha,Saya baru tau kalau shalat Ghaib ada sujudnya. Pake Madzhab Abu Janda hahahaâ€
1,19-May-17,: Red Notice Interpol Untuk Penangkapan Rizieq Shihab,Beredar Screen shoot dengan penjelasan jika Muhammad Rezieq Shihab telah mendapatkan red notice dari Interpol maka akan segera dilakukan penangkapan
0,15-Jul-16,Film Pendek Berjudul Hoax,Film Pendek Berjudul â€˜Hoaxâ€™
0,23-Apr-16,: Dibohongi Mie Instan,â€œDibohongi Mie Instanâ€
1,23-May-20,Video INDONESIA AKAN BUBAR,"INDONESIA AKAN BUBAR (OIeh: Merry Riana, Seorang Mosivator Muda Indonesia)"
1,16-May-20,"jgn ke lippo dulu sdh zona merah, 14 orang terpapar d lippo","Z sampaikan teman2 untuk sementara waktu jgn ke lippo dulu sdh zona merah, 14 orang terpapar d lippo"
1,26-Apr-20,Petugas Kebersihan SMAN 10 Yogyakarta Positif Virus Corona,"Hari Kamis tgl 16 siang, pihak sekolah baru mengetahui bahwa salah satu pegawai cleaning servicenya berstatus OTG (tanpa gejala) dan seharusnya menjalani isolasi mandiri sejak Senin tgl 13. Surat perintah isolasi mandiri dikeluarkan puskesmas Gamping setelah hasil rapid testnya positif. Ybs ditest karena ayahnya positif covid19 dan sudah dijemput untuk dirawat di RS."
1,12-Mar-20,Politisi India: Urin dan Kotoran Sapi Jadi Obat Virus Corona,"Sapi adalah aset untuk obat-obatan bagi beberapa penyakit termasuk kanker juga telah ditemukan. Di rumah sakit Ayurvedic di Gujarat, pasien kanker diizinkan hidup dengan sapi. Kotoran sapi diterapkan pada pasien kanker di sana. Mereka diberikan Panchamrit yang dibuat dari urin sapi,"
1,13-Jan-20,Arief Budiman Mengaku Disuap Megawati Rp. 2 Triliun,"Arief budiman sudah mulai pasang kuda-kuda lur. Takut kena ciduk KPK, arief budiman mengaku di suap megawati 2 trilyun dan di ancam agar memenangkan partainya di pilplres 2019,"
1,25-Dec-19,ada yang bilang suara ikan paus,"Suara melengking dari dasar Laut, ada yang bilang suara ikan paus.
 Tapi dalam sebuah riwayat, saat dajjal Laknatullah, akan keluar dari belenggu ikatan rantai maka akan terdengar suara melengking, yaitu suara Dabbatul Arz. Wallahu â€˜akâ€™lam ( hanya Allah yang tau )."
1,7-Dec-19,JOKOWI: ... Itu Saya Lagi Demam Jadi Wajar Saja Kalau Ngk Fokus,JOKOWI: Waktu Saya Bilang Penganguran Digaji Dan Mobil Esemka di Produksi â€œItu Saya Lagi Demam Jadi Wajar Saja Kalau Ngk Fokusâ€
1,30-Nov-19,Foto Polisi Masjid,"Alhamdulillah, akhirnya polisi â€œBack to Masjidâ€
 Gitu dong.! Coba dari dulu. Gak bakalan tuh ada kasus â€œBuku Merahâ€, beking tempat maksiat, dll.
 Semoga anggota polisi yang muslim jadi makin paham syariâ€™at. Mengawasi yang wudhunya ga bener di masjid. Mantau juga yang suka maling sendal, syukur sykur bisa jagain masjid n jadi muâ€™adzin kalo ga ada yg adzan. Oya, ada yang ketinggal, yang ini penting bangeut. PASTIKAN POLISI MASJID TERSEBUT AGAMANYA ISLAM."
1,21-Nov-19,"Gara-gara Tamu Asing Sering ke Kantor Anies daripada ke Istana Presiden, Ibukota pun Dipindah","Sangat berbeda dengan Presiden RI yang terlihat kaku jika berkomunikasi dengan tamu asing. Bahkan cenderung menghindari acara-acara resmi yang digelar di luar negeri.
 Bahkan karena terlalu seringnya Anies menerima kunjungan dari negara luar, Jokowi disebut warganet ngambek dan ingin memindahkan Ibukota Jakarta."
1,18-Nov-19,"Judul berita SETELAH MINUM AIR BEKAS CUCIAN KAKI JOKOWI LEBIH DARI 10 WARGA LANGSUNG DI LARIKAN KERUMAH SAKIT, KARNA SLURUH TUBUHNYA MENGALAMI GATAL-GATAL","SETELAH MINUM AIR BEKAS CUCIAN KAKI JOKOWI LEBIH DARI 10 WARGA LANGSUNG DI LARIKAN KERUMAH SAKIT, KARNA SLURUH TUBUHNYA MENGALAMI GATAL-GATAL"
1,11-Nov-19,"KRITIK ANIESS, WILLIAM PSI DIPECAT DPRD JAKARTA SUKURRIN","KIRITIK ANIES KENA MUKA SENDIRI
 PSI DIPECAT DARI DPRD DKI"
1,16-Sep-19,Kadis LH Denpasar Angkat Bicara Terkait Viralnya Pesan Belanja Membawa Kresek Didenda Rp500 Ribu,"Kepala Dinas Lingkungan Hidup dan Kebersihan Kota Denpasar, I Ketut Wisada: â€œSaya klarifikasi dari Penkot Denpasar belum sampai ke tahap penindakan, baru tahap sosialisasi pengurangan sampah plastik,â€."
1,10-Sep-19,Rekrutmen PT Dirgantara Indonesia,Sehubungan dengan recruitment Calon karyawan pada perusahaan kami PT Dirgantara Indonesia. Penerimaan/Recruitment calon karyawan ini dilaksanakan oleh Departement of Human Resources Development dengan membuka kesempatan bagi anda untuk bergabung Bersama tenaga-tenaga professional di bidangnya dan Bersama-sama mengatasi setiap tantangan menjadi peluang keberhasilan melalui proses/tahap recruitment dengan seleksi berbasis kompetensi dan transparansi sehingga untuk tahap selanjurnya tepat dan berkualitas sesuai dengan tuntutan dan tantangan dari setiap posisi yang kami tawarkan guna mendukung keberhasilan dan berkelanjutan dari kegiatan operasi PT Dirgantara Indonesia disetiap wilayah kerja.
1,31-Aug-19,Masjid di Papua dibakar,Masjid di Papua dibakar
1,27-Aug-19,"Pemberitahuan Pemadaman Listrik Wilayah Pamulang, Ciputat","Waspada untuk daerah pamulang dan ciputat akan ada pemadaman listrik,"
1,30-Jul-19,Seorang Perempuan Rela Digilir Demi Lunasi Hutang Pada Fintech,"seorang perempuan berinisial YI asal solo yang rela digilir demi melunasi hutang pinjaman online sebesar Rp 1.054.000. sebelumnya korban mengajukan pinjaman ke fintech Incash sebesar Rp 1 juta, Namun uang yang dia terima hanya Rp 680.000."
1,10-Jul-19,"Fakta dan Hoax Tentang Audrey Yu, Sosok Jenius yang Viral","Informasi mengenai seorang anak muda jenius dan berprestasi, Audrey Yu Jia Hui, viral dalam dua hari terakhir. "
1,1-Jul-19,IMPORT KITA SAMPAI KE KONDOM BEKAS,"IMPORT KITA SAMPAI KE KONDOM BEKAS.
Sebodoh bodoh suatu bangsa, mengimport limbah sampah plastik, untuk dijadikan bahan bakar, pengganti kayu."
1,13-Apr-19,Video Banteng - Jawa Tengah ber SATU konvoi menuju GBK,"Merinding lihatnya..

Banteng â€“ Jawa Tengah ber SATU konvoi naik motor berangkat menuju GBK (Gelora Bung Karno) Senayan, Jakarta."
0,1-Apr-19,Kode QR ke Tautan hebatdikicom,Cek tangkapan layar.
1,12-Feb-19,PENANKAPAN TERDUGA TERORIS DI WILAYAH DESA RUMAH TIGA,"Sebuah pemberitaan yang diberi judul â€œDensus 88 Ciduk Satu Orang Teroris Di Desa Rumah Tiga, Warga Kaget"
0,24-Oct-18,Klarifikasi Kemendagri dan KPU Terkait 31 Juta Data Pemilih yang Disebut Misterius dan Tidak Bisa Dibuka,"Tidak ada yang diselundupkan atau ditambahkan. Jadi, Kemendagri mendukung KPU dengan menunjukkan bahwa ini sudah dianalisis, ada penduduk yang sudah merekam tapi belum masuk dalam DPT,"
1,5-Sep-18,Viral Pernikahan Diobrak-abrik Mantan Pacar di Malang,PESTA PERNIKAHAN DI OBRAK ABRIK OLEH SANG MANTAN.
1,31-Jul-18,Masjidil Haram dan Kakbah Dipasangi Payung Raksasa yang Dapat Dibuka Tutup pada Musim Haji 2018,"29 Juli 2018 mulai dipakai payung terbesar di dunia, The Worldâ€™s Biggest Umbrella dipasang di Masjidil Haram. Akan terbuka dan tertutup menyesuaikan sinar matahari. Tinggi 45m, berat 600 ton dan menutupi 2400m2. Masyaallahâ€¦â€¦subhanallahâ€¦."
1,28-Apr-18,"Di Balik Pembangunan Proyek Jalan Tol di Semarang, Ada 164 Mesjid yang Harus di Robohkan","Udah pada baca koran belom????
 
 Ini ada cerita yang membuat nyesek di dada. Di balik pembangunan Proyek Jalan Tol di semarang, ada 164 mesjid yang harus di robohkan.
 Sadarkah kita wahai umat muslimâ€¦????
 Innalillahi Wa Innailaihi Rajiun"
0,26-Apr-18,Lurah Pabean Tak Mengenakan Atribut PDIP di Rapat Kerja Cabang III,"â€œBaju warna merah itu memang baju sehari-hari saya. Dan baju itu baju keluarga juga. Kebetulan hari itu juga saya habis merayakan ulang tahun dan kebetulan semua pakai baju merah semua. Ade saya juga semua pakai baju merah semua,â€ ujar Dayat ditemui di Kantor Kecamatan Purwakarta, Senin (24/4)."
1,20-Apr-18,Jokowi Meminta Masyarakat Beralih Menggunakan Mata Uang Tiongkok Ini Negara Indonesia Apa China,"Jokowi meminta masyarakat beralih menggunakan mata uang tiongkokâ€¦!!
 Ini negara Indonesia apa China ??"
1,16-Apr-18,"Kapolres Sukabumi Pose 3 Jari, Mendukung Salah Satu Cagub Jabar",Mantep banget nih pak polisi. Bener nih Kapolres Kota Sukabumi @DivHumas_Polri? Boleh ya polisi jadi jurkam?
1,24-Mar-18,EMPAT JURUS EMERGENCY TRICK MENOLONG NYAWA,"H 4 jurus Emergency â€œtricks menolong NYAWA (harus DISIMPAN)â€ :
 
 1. Lumpuh 1/2 badan (akibat penyumbatan maupun perdarahan), nampak mulut â€“ mata mencong, harus segera ambil jarum jahit, tusuk kedua daun telinga paling bawah, masing2 pencet 1 tetes darah. Orangnya langsung sembuh, dan tidak meninggalkan gejala di belakang hari.
 2. Serangan jantung, segera buka kaos kakinya, dgn jarum jahit tusuk semua ujung2 jari kaki, lalu pencet masing2 dikeluarkan 1 tetes darah. Biasanya orangnya langsung siuman.
 3. Bengek atau asma, sulit napas sampai menderita sekali. Segera tusuk ujung hidung dgn jarum jahit, pencet keluar 2 tetes darah hitam, langsung sembuh.
 4. Ayanan (kejang2), tusuk dgn jarum jahit (jarum lain boleh ?), tusuk pada titik Ren Chung (pertengahan dlm parit antara hidung & bibir atas), segera sembuh.
 ke 4 jurus di atas tidak ada bahayanya, Jgn takut, semuanya berkhasiat dalam 10 detik.
 Forward sekali, mungkin BISA MENOLONG banyak orang..!!
 MOHON jika sudah lihat ini di simpan."
0,17-Mar-18,"Buat Video yang Sudutkan Bank BRI, Pegawai Bawaslu DKI Minta Maaf","Buat Video yang Sudutkan Bank BRI, Pegawai Bawaslu DKI Minta Maaf"
1,16-Mar-18,Cek Saldo Rekening di Bank BRI Terutama yang Sudah Registrasi HP Menggunakan KK dan NIK,"Yang punya rekening di bank BRI di harap cek saldonya terutama yang sudah registrasi hp yang di pakai KK &NIK .
 kabar nya di beberapa wilayah sumatra banyak nasabah yang kehilangan saldo nya dari 5 jt,20 jt,40jt,.bahkan ada yang saldo nya 100 ribu seorang nasabah di BRI di kendiri kebobolan RP.500 juta.di tabung di BRI kartu tani juga ada yang kena 5 juta uang karyawan OMG raib/bobol 20 juta di tekening ATM BRI SARIAH â€¦.
 # SUNGGUHHHHHH_ANEHHHHHH"
1,11-Mar-18,Ulama di Arab Saudi diturunkan Paksa Dari Mimbar Karena Mengkritik Pemerintah |  Saudi-Imam Arrested From the Pulpit for Speaking Against Jews,Ulama di Arab Saudi diturunkan Paksa Dari Mimbar Karena Mengkritik Pemerintah
1,25-Sep-17,Ketangguhan masyarakat Bali dilemahkan oleh medsos seperti ini.,"kpda yth bpak presiden RI ,sya mau tnya apa beda nya kami dngn pngungsi rohingya????? mreka pak ksi bntuan bertonton smntra untuk wrga asli indonesia apa ?, bali slah satu provinsi yg mmbrikan pmasukan pling bsar di indonesia,tp dngn kjdian yg skrang ini seolah pak lupa dngn kami;,apa krna rohingya seumat dngn bpak hingga bgitu special nya mreka????
 cuma itu sja yg ingn sya tnyakan .!!! #savekarangasem
 #savegunungagung
 #satunusasatubangsaâ€."
1,23-Sep-17,Undangan Resmi dari Panglima TNI,"benni_hidayat: â€œUndangan Resmi dari Panglima TNI
 Sabtu, 30 September 2017 Jam 7 pagi kita kumpul di Monas (DKI) dengan ikat kepala merah putih.â€."
1,3-Dec-16,Poster Aksi KitaIndonesia dengan Tagar dan Pendukung Acara,"Narasi berupa foto poster acara KitaIndonesia disertai narasi dari akun Cut Meutia Adrina. Narasi tersebut ialah:
 
 Lihat siapa pendukung dibawahnya?"
1,20-Nov-16,Tayangan Video dari Metro TV Dengan Judul PARADE BHINNEKA TUNGGAL IKA: AHOK TERHARU BANYAK PESERTA TAK KEBAGIAN TEMPAT SAMPAI TERCEBUR DI PANTAI ANCOL,PARADE BHINNEKA TUNGGAL IKA: AHOK TERHARU BANYAK PESERTA TAK KEBAGIAN TEMPAT SAMPAI TERCEBUR DI PANTAI ANCOL
1,30-Nov-15,"Husain Khudri, Pemuda Sunni Yang Tersenyum Ketika Akan Digantung Syiah Iran","APA yang ada dalam pikiran Anda ketika melihat foto di atasâ€”seorang pemuda yang berada di tiang gantungan, ia melambaikan tangan dan tersenyum?
 
 Foto ini menceritakan kondisi seorang pemuda Sunni bernama Husain Khudri yang akan menghadapi eksekusi mati di Iran. Ia digantung oleh para Syiah di negeri itu."
1,15-Aug-20,Ka.Camat se DKI Jakarta menghimbau untuk  menunda setiap rencana kegiatan yg mengumpulnya massa,"Saya, Camat di DKI Jakarta dengan ini menghimbau kepada seluruh masyarakat , melalui Para Lurah"
1,26-Jul-20,Peta Yogyakarta di Timur Tengah,"Map Google Cadroen yoo..??? garaÂ² Anies ngakuÂ² â€œjawa-tulenâ€ dan â€œasliâ€ Yogyaâ€¦, skrg Yogya â€œdipindahâ€ ke dekat Yaman nihâ€¦ via @Om_Bregas"
1,11-Jul-20,"miskin nya Negeri ini. Mobil Wakil Presiden sampai kehabisan BBM, sekelas Mercy di isi pake bensin eceran","Astaghfirullah.., sampai seginikah miskin nya Negeri ini..? Mobil Wakil Presiden sampai kehabisan BBM di perjalanan dan lucu nya lagi Mobil Mewah sekelas Mercy di isi pake bensin eceran.., siapa kah yang patut di salahkan..?"
1,22-Jun-20,Video Hukuman mati bagi koruptor uang negara di Korea Utara,Hukuman mati bagi koruptor uang negara di Korea Utara. di bawah ada kandang buayaâ€ dan â€œPresiden Korea Utara menggandeng pejabatnya yang terlibat korupsi
1,19-Jun-20,Apa iyaaaaa bisa hamil????,"Astaqfirullah,,,,, sampai sakit kepala ku beb,,, mikir ini Apa iyaaaaa bisa hamil???? Trus masuknya dr mana????? Dan keluarnya dimna??? Benerâ€ menantang kodrat Kok aq jd geli ya melihatnya"
1,6-Feb-20,Video Akibat virus Corona Babi di kubur hidup-hidup,"Telah terjadi pembunuhan massal di China.
 Akibat dari virus Corona ini.
 Babi serta unggas di kubur hidup-hidup.
 Gimana di negeri kita iniâ€¦
 Apakah masih ada yg pelihara babiâ€¦???"
1,24-Jan-20,Video Gus Dur dibaptis,"GUSDUR DIBAPTIS ??
 Pantesan â€¦oh pantesan
 KELUARGA DAN PENGIKUTNYA RADA-RADA sesat"
1,24-Jan-20,Dua Perawat di RS Sardjito Terjangkit Virus Corona,Pak tolong diinformasukan kepada teman@ taxol maupun konvenâ€¦.bila jemput pnumpang di sarjito diharuskan memakai maskerâ€¦sehubungan dengan penyebaran virus seperti Wuhan dari Chinaâ€¦pagi ini sudah ada 2 perawat yg tertularâ€¦terima kasih
1,4-Dec-19,ITB STIKOM Bali Berikan Klarifikasi Atas Isu Telah Terpapar ISIS,SEKEDAR MENGINGATKAN saja . . .Masyarakat Bali vs STIKOM Bali Scorenya 0 : 4 Wajar jika masyarakat Bali menaruh kecurigaan yang mendalam terhadap STIKOM Bali. Ini adalah sederetan rekaman ingatan publik yang sulit untuk dibantah dan kemudian dianggap sebagai kebetulan belaka;
1,5-Nov-19,Nissa Sabian Meninggal Dunia 2019,"Innalillahi nissa sabyan meninggal dunia ðŸ˜­ðŸ˜­
 Nissa sabyan meninggal dunia . prestasimu akan selalu kami kenang"
1,29-Sep-19,Detik-detik pesawat gagal landing dan terbakar di bandara Kualanamu International Airport,"Astaghfirullahâ€¦â€¦
 Inna lillahi wa inna ilaihi rajiâ€™un
 Detik, detik pesawat gagal landing dan terbakar di bandara Kualanamu International Airport"
1,28-Jul-19,"BTN dan UGM bantah terlibat dalam acara UGM BTN Death Marathon 1000K, Lari Menuju Kematian",Kami sampaikan Universitas Gadjah Mada tidak pernah menyelenggarakan kegiatan tersebut
1,9-May-19,Saksi PKS Pekanbaru Bernama Hatta Zalliyus Dirawat di Rumah Sakit karena Keracunan Cyanida,"Nama : Hatta Zalliyus bin Fauzaini
Saksi Pks di TPS 11
Kel Binawidya
Kec Tampan
Kodya Pekan Baru"
1,5-Feb-19,Skema Kewaspadaan Umat : Ahok Diangkat Menjadi Wakil Presiden Lalu Menjadi Presiden.,"Skema kewaspadaan umat. 
Jangan bodoh hidup di dunia. Mereka berstrategi, mengapa kita tidak? Islam pakar strategi politik, karna politik dalam istilah arab adalah siyasah, bersiasat, berstrategi"
1,12-Sep-18,Seorang Anggota Banser Stress dan Meninggal Karena Tidak Tahan Sering Diejek Jaga Gereja dan Bubarkan Pengajian,Beredar sebuah screenshot yang mencatut nama kompas.com yang memberi judul berita seorang anggota Banser stress dan meninggal akibat sering diejek tetangganya jaga gereja dan bubarkan pengajian.
1,8-Sep-18,: Inilah Presiden Jokowi Tidur di Pengungsian Selama di Lombok,"Inilah Presiden Jokowi tdr di pengungsian selama di Lombok, bangga sekali memiliki pemimpin seperti ini yang tdk ada 2nya, semua yang dikerjakan berhasil, jerih lelahmu tdk sia-sia pak semua Tuhan perhitungkan, kami rakyatmu berdoa agar selalu diberi kesehatan."
0,4-Sep-18,Kader Gerindra Merasa Difitnah dengan Poster Ajakan Deklarasi #2019GantiPresiden di Bandar Lampung yang Menjanjikan Imbalan,"â€œTindakan itu fitnah dan pencemaran nama baik klien kami,â€ ujar Pengacara Rahmat Mirjani Djausal, Mendi Utama, Jumat (31/8)."
1,18-Agu-18,Sandiaga Uno Bebas Ngerangkul Cewe Walau Bukan Muhrimnya,HORANG KAYAH YANG SUDAH NGULAMA DAN TURUNAN SUNAN GUNUNG JATI BEBAS NGERANGKUL CEWE WALAU BUKAN MUHRIMNYA
0,2-Jul-18,KemenPAN-RB Tidak Terlibat Dalam Acara Seminar Nasional Pengadaan Tes CPNS 2018,Kementerian PANRB tidak pernah bekerja sama dengan pihak mana pun untuk menyelenggarakan seminar nasional
1,24-Jun-18,Foto Luhut Pandjaitan Hasil Suntingan,Katanya simbol PKI di baju kaos adalah trend anak muda.
1,31-May-18,"BEGAL BERAKSI DI WILAYAH CILEWEUNG, KORBAN WANITA ALAMI LUKA BACOK","Share ke semua masyarakatâ€¦
 HATI2 korban begal, waktu tadi di cileweung ona kota rangkasbitung.
 Ada begal lagi nih cewe jadi korban nya
 #UsutTuntas
 #KetemuBegalLangsungBakarPak"
1,13-Apr-18,Narkoba Dikirim dari China Melalui Tiang Pancang Proyek Infrastruktur,"Disinformasi lama yang diedarkan kembali, sabu kristal yang ada di dalam pipa-pipa baja tersebut diselundupkan oleh jaringan Freddy Budiman."
1,21-Jan-18,Pulau RI Dijual Online,"Jakarta â€“ Situs privateislandonline.com kembali memasang iklan penjualan pulau di Indonesia. Kali ini yang dijual adalah pulau Ajab di Bintan, Kepulauan Riau seharga Rp 44 miliar."
1,26-Dec-17,"UAS DIZALIMI, SULTAN BRUNEI : AKAN KAMI BOIKOT SELURUH BISNIS HONGKONG DI BRUNEI","UAS DIZALIMI, SULTAN BRUNEI : â€œAKAN KAMI BOIKOT SELURUH BISNIS HONGKONG DI BRUNEI"
0,12-Dec-17,Alasan Kenapa Orang Pintar Bisa Kemakan Isu Hoax #orangpintarkenahoax,Alasan Kenapa Orang Pintar Bisa Kemakan Isu Hoax #orangpintarkenahoax
1,14-Nov-17,Hoaks! Tak Ada Kapal Tiongkok ke Pulau Reklamasi,"Berdasar penelusuran di Google Image, ternyata foto tersebut merupakan armada Angkatan Laut Jepang.
Kapal paling depan tersebut bernama Kurama. Foto diambil ketika ada kegiatan kemaritiman di Jepang pada Oktober 2015"
1,13-Oct-17,: Seorang Narapidana Makan Alkitab Sebelum Dieksekusi Mati,Seorang Narapidana Makan Alkitab Sebelum Dieksekusi Mati
1,1-Oct-17,: Pesan Telak Dari Kopassus,Pesan Telak Dari Kopassus
